,yawn,ec,nod
208,5.0,0.0,0.0
209,5.0,0.0,0.0
210,5.0,0.0,0.0
211,5.0,0.0,0.0
212,5.0,0.0,0.0
213,5.0,0.0,0.0
214,5.0,0.0,0.0
215,5.0,0.0,0.0
216,5.0,0.0,0.0
217,5.0,0.0,0.0
218,5.0,0.0,0.0
219,5.0,0.0,0.0
220,5.0,0.0,0.0
221,5.0,0.0,0.0
222,5.0,0.0,0.0
223,5.0,0.0,0.0
224,5.0,0.0,0.0
225,5.0,0.0,0.0
226,5.0,0.0,0.0
227,5.0,0.0,0.0
228,5.0,0.0,0.0
229,5.0,0.0,0.0
230,5.0,0.0,0.0
231,5.0,0.0,0.0
232,5.0,0.0,0.0
233,5.0,0.0,0.0
234,5.0,0.0,0.0
235,5.0,0.0,0.0
236,5.0,0.0,0.0
237,5.0,0.0,0.0
238,5.0,0.0,0.0
239,5.0,0.0,0.0
240,5.0,0.0,0.0
241,5.0,0.0,0.0
242,5.0,0.0,0.0
243,5.0,0.0,0.0
244,5.0,0.0,0.0
245,5.0,0.0,0.0
246,5.0,0.0,0.0
247,5.0,0.0,0.0
248,5.0,0.0,0.0
249,5.0,0.0,0.0
250,5.0,0.0,0.0
251,5.0,0.0,0.0
252,5.0,0.0,0.0
253,5.0,0.0,0.0
254,5.0,0.0,0.0
255,5.0,0.0,0.0
256,5.0,0.0,0.0
257,5.0,0.0,0.0
258,5.0,0.0,0.0
259,5.0,0.0,0.0
260,5.0,0.0,0.0
261,5.0,0.0,0.0
262,5.0,0.0,0.0
263,5.0,0.0,0.0
264,5.0,0.0,0.0
265,5.0,0.0,0.0
266,5.0,0.0,0.0
267,5.0,0.0,0.0
268,5.0,0.0,0.0
269,5.0,0.0,0.0
270,5.0,0.0,0.0
271,5.0,0.0,0.0
272,5.0,0.0,0.0
273,5.0,0.0,0.0
274,5.0,0.0,0.0
275,5.0,0.0,0.0
276,5.0,0.0,0.0
277,5.0,0.0,0.0
278,4.0,0.0,0.0
279,4.0,0.0,0.0
280,3.0,0.0,0.0
281,3.0,0.0,0.0
282,3.0,0.0,0.0
283,2.0,0.0,0.0
284,2.0,0.0,0.0
285,2.0,0.0,0.0
286,1.0,0.0,0.0
287,1.0,0.0,0.0
288,1.0,0.0,0.0
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,0.0,0.0,0.0
292,0.0,0.0,0.0
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,0.0,0.0,0.0
296,0.0,0.0,0.0
297,0.0,0.0,0.0
298,0.0,0.0,0.0
299,0.0,0.0,0.0
300,0.0,0.0,0.0
301,0.0,0.0,0.0
302,0.0,0.0,0.0
303,0.0,0.0,0.0
304,0.0,0.0,0.0
305,0.0,0.0,0.0
306,0.0,0.0,0.0
307,0.0,0.0,0.0
308,0.0,0.0,0.0
309,1.0,0.0,0.0
310,1.0,0.0,0.0
311,2.0,0.0,0.0
312,2.0,0.0,0.0
313,3.0,0.0,0.0
314,4.0,0.0,0.0
315,4.0,0.0,0.0
316,5.0,0.0,0.0
317,5.0,0.0,0.0
318,5.0,0.0,0.0
319,5.0,0.0,0.0
320,5.0,0.0,0.0
321,5.0,0.0,0.0
322,5.0,0.0,0.0
323,5.0,0.0,0.0
324,5.0,0.0,0.0
325,5.0,0.0,0.0
326,5.0,0.0,0.0
327,5.0,0.0,0.0
328,5.0,0.0,0.0
329,5.0,0.0,0.0
330,5.0,0.0,0.0
331,5.0,0.0,0.0
332,5.0,0.0,0.0
333,5.0,0.0,0.0
334,5.0,0.0,0.0
335,5.0,0.0,0.0
336,5.0,0.0,0.0
337,5.0,0.0,0.0
338,5.0,0.0,0.0
339,5.0,0.0,0.0
340,5.0,0.0,0.0
341,5.0,0.0,0.0
342,5.0,0.0,0.0
343,5.0,0.0,0.0
344,5.0,0.0,0.0
345,5.0,0.0,0.0
346,5.0,0.0,0.0
347,5.0,0.0,0.0
348,5.0,0.0,0.0
349,5.0,0.0,0.0
350,5.0,0.0,0.0
351,5.0,0.0,0.0
352,5.0,0.0,0.0
353,5.0,0.0,0.0
354,5.0,0.0,0.0
355,5.0,0.0,0.0
356,5.0,0.0,0.0
357,5.0,0.0,0.0
358,5.0,0.0,0.0
359,5.0,0.0,0.0
360,5.0,0.0,0.0
361,5.0,0.0,0.0
362,5.0,0.0,0.0
363,5.0,0.0,0.0
364,5.0,0.0,0.0
365,5.0,0.0,0.0
366,5.0,0.0,0.0
367,5.0,0.0,0.0
368,5.0,0.0,0.0
369,5.0,0.0,0.0
370,5.0,0.0,0.0
371,5.0,0.0,0.0
372,5.0,0.0,0.0
373,5.0,0.0,0.0
374,5.0,0.0,0.0
375,5.0,0.0,0.0
376,5.0,0.0,0.0
377,5.0,0.0,0.0
378,5.0,0.0,0.0
379,5.0,0.0,0.0
380,5.0,0.0,0.0
381,5.0,0.0,0.0
382,5.0,0.0,0.0
383,5.0,0.0,0.0
384,5.0,0.0,0.0
385,5.0,0.0,0.0
386,5.0,0.0,0.0
387,5.0,0.0,0.0
388,5.0,0.0,0.0
389,5.0,0.0,0.0
390,5.0,0.0,0.0
391,5.0,0.0,0.0
392,5.0,0.0,0.0
393,5.0,0.0,0.0
394,5.0,0.0,0.0
395,5.0,0.0,0.0
396,5.0,0.0,0.0
397,5.0,0.0,0.0
398,5.0,0.0,0.0
399,5.0,0.0,0.0
400,5.0,0.0,0.0
401,5.0,0.0,0.0
402,5.0,0.0,0.0
403,5.0,0.0,0.0
404,5.0,0.0,0.0
405,5.0,0.0,0.0
406,5.0,0.0,0.0
407,5.0,0.0,0.0
408,5.0,0.0,0.0
409,5.0,0.0,0.0
410,5.0,0.0,0.0
411,5.0,0.0,0.0
412,5.0,0.0,0.0
413,5.0,0.0,0.0
414,5.0,0.0,0.0
415,5.0,0.0,0.0
416,5.0,0.0,0.0
417,5.0,0.0,0.0
418,5.0,0.0,0.0
419,5.0,0.0,0.0
420,5.0,0.0,0.0
421,5.0,0.0,0.0
422,5.0,0.0,0.0
423,5.0,0.0,0.0
424,5.0,0.0,0.0
425,5.0,0.0,0.0
426,5.0,0.0,0.0
427,5.0,0.0,0.0
428,5.0,0.0,0.0
429,5.0,0.0,0.0
430,5.0,0.0,0.0
431,5.0,0.0,0.0
432,5.0,0.0,0.0
433,5.0,0.0,0.0
434,5.0,0.0,0.0
435,5.0,0.0,0.0
436,5.0,0.0,0.0
437,5.0,0.0,0.0
438,5.0,0.0,0.0
439,5.0,0.0,0.0
440,5.0,0.0,0.0
441,5.0,0.0,0.0
442,5.0,0.0,0.0
443,5.0,0.0,0.0
444,5.0,0.0,0.0
445,5.0,0.0,0.0
446,5.0,0.0,0.0
447,5.0,0.0,0.0
448,5.0,0.0,0.0
449,5.0,0.0,0.0
450,4.0,0.0,0.0
451,4.0,0.0,0.0
452,3.0,0.0,0.0
453,3.0,0.0,0.0
454,2.0,0.0,0.0
455,2.0,0.0,0.0
456,1.0,0.0,0.0
457,1.0,0.0,0.0
458,0.0,0.0,0.0
459,0.0,0.0,0.0
460,0.0,0.0,0.0
461,0.0,0.0,0.0
462,0.0,0.0,0.0
463,0.0,0.0,0.0
464,0.0,0.0,0.0
465,0.0,0.0,0.0
466,0.0,0.0,0.0
467,0.0,0.0,0.0
468,0.0,0.0,0.0
469,0.0,0.0,0.0
470,0.0,0.0,0.0
471,0.0,0.0,0.0
472,0.0,0.0,0.0
473,0.0,0.0,0.0
474,0.0,0.0,0.0
475,0.0,0.0,0.0
476,0.0,0.0,0.0
477,0.0,0.0,0.0
478,0.0,0.0,0.0
479,0.0,0.0,0.0
480,0.0,0.0,0.0
481,0.0,0.0,0.0
482,0.0,0.0,0.0
483,0.0,0.0,0.0
484,0.0,0.0,0.0
485,0.0,0.0,0.0
486,0.0,0.0,0.0
487,0.0,0.0,0.0
488,0.0,0.0,0.0
489,0.0,0.0,0.0
490,0.0,1.0,0.0
491,0.0,1.0,0.0
492,0.0,1.0,0.0
493,0.0,1.0,0.0
494,0.0,1.0,0.0
495,0.0,1.0,0.0
496,0.0,1.0,0.0
497,0.0,1.0,0.0
498,0.0,1.0,0.0
499,0.0,1.0,0.0
500,0.0,1.0,0.0
501,0.0,1.0,0.0
502,0.0,1.0,0.0
503,0.0,1.0,0.0
504,0.0,1.0,0.0
505,0.0,1.0,0.0
506,0.0,1.0,0.0
507,0.0,1.0,0.0
508,0.0,1.0,0.0
509,0.0,1.0,0.0
510,0.0,1.0,0.0
511,0.0,1.0,0.0
512,0.0,1.0,0.0
513,0.0,1.0,0.0
514,0.0,1.0,0.0
515,0.0,1.0,0.0
516,0.0,1.0,0.0
517,0.0,1.0,0.0
518,0.0,1.0,0.0
519,0.0,1.0,0.0
520,0.0,1.0,0.0
521,0.0,1.0,0.0
522,0.0,1.0,0.0
523,0.0,1.0,0.0
524,0.0,1.0,0.0
525,0.0,1.0,0.0
526,0.0,1.0,0.0
527,0.0,1.0,0.0
528,0.0,0.0,0.0
529,0.0,0.0,1.0
530,0.0,0.0,1.0
531,0.0,0.0,1.0
532,0.0,0.0,1.0
533,0.0,0.0,1.0
534,0.0,0.0,1.0
535,0.0,0.0,1.0
536,0.0,0.0,1.0
537,0.0,0.0,1.0
538,0.0,0.0,1.0
539,0.0,0.0,1.0
540,0.0,0.0,1.0
541,0.0,0.0,1.0
542,0.0,0.0,1.0
543,0.0,0.0,1.0
544,0.0,0.0,1.0
545,0.0,0.0,1.0
546,0.0,0.0,1.0
547,0.0,0.0,1.0
548,0.0,0.0,1.0
549,0.0,0.0,1.0
550,0.0,0.0,1.0
551,0.0,0.0,1.0
552,0.0,0.0,1.0
553,0.0,0.0,1.0
554,0.0,0.0,1.0
555,0.0,0.0,1.0
556,0.0,0.0,1.0
557,0.0,0.0,1.0
558,0.0,0.0,1.0
559,0.0,0.0,1.0
560,0.0,0.0,1.0
561,0.0,0.0,1.0
562,0.0,0.0,1.0
563,0.0,0.0,1.0
564,0.0,0.0,1.0
565,0.0,0.0,1.0
566,0.0,0.0,1.0
567,0.0,0.0,1.0
568,0.0,0.0,1.0
569,0.0,0.0,1.0
570,0.0,0.0,1.0
571,0.0,0.0,1.0
572,0.0,0.0,1.0
573,0.0,0.0,1.0
574,0.0,0.0,1.0
575,0.0,0.0,1.0
576,0.0,0.0,1.0
577,0.0,0.0,1.0
578,0.0,0.0,1.0
579,0.0,0.0,1.0
580,0.0,0.0,1.0
581,0.0,0.0,1.0
582,0.0,0.0,1.0
583,0.0,0.0,1.0
584,0.0,0.0,1.0
585,0.0,0.0,1.0
586,0.0,0.0,1.0
587,0.0,0.0,1.0
588,0.0,0.0,1.0
589,0.0,0.0,1.0
590,0.0,0.0,1.0
591,0.0,0.0,1.0
592,0.0,0.0,1.0
593,0.0,0.0,1.0
594,0.0,0.0,1.0
595,0.0,0.0,1.0
596,0.0,0.0,1.0
597,0.0,0.0,1.0
598,0.0,0.0,1.0
599,0.0,0.0,1.0
600,0.0,0.0,1.0
601,0.0,0.0,1.0
602,0.0,0.0,1.0
603,0.0,0.0,1.0
604,0.0,0.0,1.0
605,0.0,0.0,1.0
606,0.0,0.0,1.0
607,0.0,0.0,1.0
608,0.0,0.0,1.0
609,0.0,0.0,1.0
610,0.0,0.0,1.0
611,0.0,0.0,1.0
612,0.0,0.0,1.0
613,0.0,0.0,1.0
614,0.0,0.0,1.0
615,0.0,0.0,1.0
616,0.0,0.0,1.0
617,0.0,0.0,1.0
618,0.0,0.0,1.0
619,0.0,0.0,1.0
620,0.0,0.0,1.0
621,0.0,0.0,1.0
622,0.0,0.0,1.0
623,0.0,0.0,1.0
624,0.0,0.0,1.0
625,0.0,0.0,1.0
626,0.0,0.0,1.0
627,0.0,0.0,1.0
628,0.0,0.0,1.0
629,0.0,0.0,1.0
630,0.0,0.0,1.0
631,0.0,0.0,1.0
632,0.0,0.0,1.0
633,0.0,0.0,1.0
634,0.0,0.0,1.0
635,0.0,0.0,1.0
636,0.0,0.0,1.0
637,0.0,0.0,1.0
638,0.0,0.0,1.0
639,0.0,0.0,1.0
640,0.0,0.0,1.0
641,0.0,0.0,1.0
642,0.0,0.0,1.0
643,0.0,0.0,1.0
644,0.0,0.0,1.0
645,0.0,0.0,1.0
646,0.0,0.0,1.0
647,0.0,0.0,1.0
648,0.0,0.0,1.0
649,0.0,0.0,1.0
650,0.0,0.0,1.0
651,0.0,0.0,1.0
652,0.0,0.0,1.0
653,0.0,0.0,1.0
654,0.0,0.0,1.0
655,0.0,0.0,1.0
656,0.0,0.0,1.0
657,0.0,0.0,1.0
658,0.0,0.0,1.0
659,0.0,0.0,1.0
660,0.0,0.0,1.0
661,0.0,0.0,1.0
662,0.0,0.0,1.0
663,0.0,0.0,1.0
664,0.0,0.0,1.0
665,0.0,0.0,1.0
666,0.0,0.0,1.0
667,0.0,0.0,1.0
668,0.0,0.0,1.0
669,0.0,0.0,1.0
670,0.0,0.0,1.0
671,0.0,0.0,1.0
672,0.0,0.0,1.0
673,0.0,0.0,1.0
674,0.0,0.0,1.0
675,0.0,0.0,1.0
676,0.0,0.0,1.0
677,0.0,0.0,1.0
678,0.0,0.0,1.0
679,0.0,0.0,1.0
680,0.0,0.0,1.0
681,0.0,0.0,1.0
682,0.0,0.0,1.0
683,0.0,0.0,1.0
684,0.0,0.0,1.0
685,0.0,0.0,1.0
686,0.0,0.0,1.0
687,0.0,0.0,1.0
688,0.0,0.0,1.0
689,0.0,0.0,1.0
690,0.0,0.0,1.0
691,0.0,0.0,1.0
692,0.0,0.0,1.0
693,0.0,0.0,1.0
694,0.0,0.0,1.0
695,0.0,0.0,1.0
696,0.0,0.0,1.0
697,0.0,0.0,1.0
698,0.0,0.0,1.0
699,0.0,0.0,1.0
700,0.0,0.0,1.0
701,0.0,0.0,1.0
702,0.0,0.0,1.0
703,0.0,0.0,1.0
704,0.0,0.0,1.0
705,0.0,0.0,1.0
706,0.0,0.0,1.0
707,0.0,0.0,1.0
708,0.0,0.0,1.0
709,0.0,0.0,1.0
710,0.0,0.0,1.0
711,0.0,0.0,1.0
712,0.0,0.0,1.0
713,0.0,0.0,1.0
714,0.0,0.0,1.0
715,0.0,0.0,1.0
716,0.0,0.0,1.0
717,0.0,0.0,1.0
718,0.0,0.0,1.0
719,0.0,0.0,1.0
720,0.0,0.0,1.0
721,0.0,0.0,1.0
722,0.0,0.0,1.0
723,0.0,0.0,1.0
724,0.0,0.0,1.0
725,0.0,0.0,1.0
726,0.0,0.0,1.0
727,0.0,0.0,1.0
728,0.0,0.0,1.0
729,0.0,0.0,1.0
730,0.0,0.0,1.0
731,0.0,0.0,1.0
732,0.0,0.0,1.0
733,0.0,0.0,1.0
734,0.0,0.0,1.0
735,0.0,0.0,1.0
736,0.0,0.0,1.0
737,0.0,0.0,1.0
738,0.0,0.0,1.0
739,0.0,0.0,1.0
740,0.0,0.0,1.0
741,0.0,0.0,1.0
742,0.0,0.0,1.0
743,0.0,0.0,1.0
744,0.0,0.0,1.0
745,0.0,0.0,1.0
746,0.0,0.0,1.0
747,0.0,0.0,1.0
748,0.0,0.0,1.0
749,0.0,0.0,1.0
750,0.0,0.0,1.0
751,0.0,0.0,1.0
752,0.0,0.0,1.0
753,0.0,0.0,1.0
754,0.0,0.0,1.0
755,0.0,0.0,1.0
756,0.0,0.0,1.0
757,0.0,0.0,1.0
758,0.0,0.0,1.0
759,0.0,0.0,1.0
760,0.0,0.0,1.0
761,0.0,0.0,1.0
762,0.0,0.0,1.0
763,0.0,0.0,1.0
764,0.0,0.0,1.0
765,0.0,0.0,1.0
766,0.0,0.0,1.0
767,0.0,0.0,1.0
768,0.0,0.0,1.0
769,0.0,0.0,1.0
770,0.0,0.0,1.0
771,0.0,0.0,1.0
772,0.0,0.0,1.0
773,0.0,0.0,1.0
774,0.0,0.0,1.0
775,0.0,0.0,1.0
776,0.0,0.0,1.0
777,0.0,0.0,1.0
778,0.0,0.0,1.0
779,0.0,0.0,1.0
780,0.0,0.0,1.0
781,0.0,0.0,1.0
782,0.0,0.0,1.0
783,0.0,0.0,1.0
784,0.0,0.0,1.0
785,0.0,0.0,1.0
786,0.0,0.0,1.0
787,0.0,0.0,1.0
788,0.0,0.0,1.0
789,0.0,0.0,1.0
790,0.0,0.0,1.0
791,0.0,0.0,1.0
792,0.0,0.0,1.0
793,0.0,0.0,1.0
794,0.0,0.0,1.0
795,0.0,0.0,1.0
796,0.0,0.0,1.0
797,0.0,0.0,1.0
798,0.0,0.0,1.0
799,0.0,0.0,1.0
800,0.0,0.0,1.0
801,0.0,0.0,1.0
802,0.0,0.0,1.0
803,0.0,0.0,1.0
804,0.0,0.0,1.0
805,0.0,0.0,1.0
806,0.0,0.0,1.0
807,0.0,0.0,1.0
808,0.0,0.0,1.0
809,0.0,0.0,1.0
810,0.0,0.0,1.0
811,0.0,0.0,1.0
812,0.0,0.0,1.0
813,0.0,0.0,1.0
814,0.0,0.0,1.0
815,0.0,0.0,1.0
816,0.0,0.0,1.0
817,0.0,0.0,1.0
818,0.0,0.0,1.0
819,0.0,0.0,1.0
820,0.0,0.0,1.0
821,0.0,0.0,1.0
822,0.0,0.0,1.0
823,0.0,0.0,1.0
824,0.0,0.0,1.0
825,0.0,0.0,1.0
826,0.0,0.0,1.0
827,0.0,0.0,1.0
828,0.0,0.0,1.0
829,0.0,0.0,1.0
830,0.0,0.0,1.0
831,0.0,0.0,1.0
832,0.0,0.0,1.0
833,0.0,0.0,1.0
834,0.0,0.0,1.0
835,0.0,0.0,1.0
836,0.0,0.0,1.0
837,0.0,0.0,1.0
838,0.0,0.0,1.0
839,0.0,0.0,1.0
840,0.0,0.0,1.0
841,0.0,0.0,1.0
842,0.0,0.0,1.0
843,0.0,0.0,0.0
844,0.0,0.0,0.0
845,0.0,0.0,0.0
846,1.0,0.0,0.0
847,1.0,0.0,0.0
848,1.0,0.0,0.0
849,2.0,0.0,0.0
850,2.0,0.0,0.0
851,2.0,0.0,0.0
852,3.0,0.0,0.0
853,3.0,0.0,0.0
854,3.0,0.0,0.0
855,4.0,0.0,0.0
856,4.0,0.0,0.0
857,4.0,0.0,0.0
858,5.0,0.0,0.0
859,5.0,0.0,0.0
860,5.0,0.0,0.0
861,5.0,0.0,0.0
862,5.0,0.0,0.0
863,5.0,0.0,0.0
864,5.0,0.0,0.0
865,5.0,0.0,0.0
866,5.0,0.0,0.0
867,5.0,0.0,0.0
868,5.0,0.0,0.0
869,5.0,0.0,0.0
870,5.0,0.0,0.0
871,5.0,0.0,0.0
872,5.0,0.0,0.0
873,5.0,0.0,0.0
874,5.0,0.0,0.0
875,5.0,0.0,0.0
876,5.0,0.0,0.0
877,5.0,0.0,0.0
878,5.0,0.0,0.0
879,5.0,0.0,0.0
880,5.0,0.0,0.0
881,4.0,0.0,0.0
882,3.0,0.0,0.0
883,3.0,0.0,0.0
884,2.0,0.0,0.0
885,2.0,0.0,0.0
886,1.0,0.0,0.0
887,1.0,0.0,0.0
888,0.0,0.0,0.0
889,0.0,0.0,0.0
890,0.0,0.0,0.0
891,0.0,0.0,0.0
892,0.0,0.0,0.0
893,0.0,0.0,0.0
894,0.0,0.0,0.0
895,0.0,0.0,0.0
896,0.0,0.0,0.0
897,0.0,0.0,0.0
898,0.0,0.0,0.0
899,0.0,0.0,0.0
900,0.0,0.0,0.0
901,0.0,0.0,0.0
902,0.0,0.0,0.0
903,0.0,0.0,0.0
904,0.0,0.0,0.0
905,0.0,0.0,0.0
906,0.0,0.0,0.0
907,0.0,0.0,0.0
908,0.0,0.0,0.0
909,0.0,0.0,0.0
910,0.0,0.0,0.0
911,0.0,0.0,0.0
912,0.0,0.0,0.0
913,0.0,0.0,0.0
914,0.0,0.0,0.0
915,0.0,0.0,0.0
916,0.0,0.0,0.0
917,0.0,0.0,0.0
918,0.0,0.0,0.0
919,0.0,0.0,0.0
920,0.0,0.0,0.0
921,0.0,0.0,0.0
922,0.0,0.0,0.0
923,0.0,0.0,0.0
924,0.0,0.0,0.0
925,0.0,0.0,0.0
926,0.0,0.0,0.0
927,0.0,0.0,0.0
928,0.0,0.0,0.0
929,0.0,0.0,0.0
930,0.0,0.0,0.0
931,0.0,0.0,0.0
932,0.0,0.0,0.0
933,0.0,0.0,0.0
934,0.0,0.0,0.0
935,0.0,0.0,0.0
936,0.0,0.0,0.0
937,0.0,0.0,0.0
938,0.0,0.0,0.0
939,0.0,0.0,0.0
940,0.0,0.0,0.0
941,0.0,0.0,0.0
942,0.0,0.0,0.0
943,0.0,0.0,0.0
944,0.0,0.0,0.0
945,0.0,0.0,0.0
946,0.0,0.0,0.0
947,0.0,0.0,0.0
948,0.0,0.0,0.0
949,0.0,0.0,0.0
950,0.0,0.0,0.0
951,0.0,0.0,0.0
952,0.0,0.0,0.0
953,0.0,0.0,0.0
954,0.0,0.0,0.0
955,0.0,0.0,0.0
956,0.0,0.0,0.0
957,0.0,0.0,0.0
958,0.0,0.0,0.0
959,0.0,0.0,0.0
960,0.0,0.0,0.0
961,0.0,0.0,0.0
962,0.0,0.0,0.0
963,0.0,0.0,0.0
964,0.0,0.0,0.0
965,0.0,0.0,0.0
966,0.0,0.0,0.0
967,0.0,0.0,0.0
968,0.0,0.0,0.0
969,0.0,0.0,0.0
970,0.0,0.0,0.0
971,0.0,0.0,0.0
972,0.0,0.0,0.0
973,0.0,0.0,0.0
974,0.0,0.0,0.0
975,0.0,0.0,0.0
976,0.0,0.0,0.0
977,0.0,0.0,0.0
978,0.0,0.0,0.0
979,0.0,0.0,0.0
980,0.0,0.0,0.0
981,0.0,0.0,0.0
982,0.0,0.0,0.0
983,0.0,0.0,0.0
984,0.0,0.0,0.0
985,0.0,0.0,0.0
986,0.0,0.0,0.0
987,0.0,0.0,0.0
988,0.0,0.0,0.0
989,0.0,0.0,0.0
990,0.0,0.0,0.0
991,0.0,0.0,0.0
992,0.0,0.0,0.0
993,0.0,0.0,0.0
994,0.0,0.0,0.0
995,0.0,0.0,0.0
996,0.0,0.0,0.0
997,0.0,0.0,0.0
